,0
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.009353195
11,0.02315337
12,0.030675566
13,0.029150775
14,0.024526803
15,0.01790999
16,0.013383509
17,0.014454078
18,0.020620741
19,0.024562676
20,0.0244106
21,0.024943896
22,0.02488798
23,0.024311865
24,0.024319524
25,0.025134686
26,0.023462355
27,0.02251261
28,0.019998698
29,0.02081191
30,0.02227227
31,0.02139222
32,0.018115165
33,0.014701051
34,0.013700991
35,0.014308614
36,0.012768842
37,0.010201516
38,0.0075528156
39,0.0057719597
40,0.00469534
41,0.005064209
42,0.005365046
43,0.007852916
44,0.009975509
45,0.011464271
46,0.012167812
47,0.011438772
48,0.011549677
49,0.0120850485
50,0.010191372
51,0.008628686
52,0.0061840815
53,0.0057964986
54,0.005111776
55,0.0042164708
56,0.00354656
57,0.004683133
58,0.007617338
59,0.012441178
60,0.030563846
61,0.14465857
62,0.20717473
63,0.31415763
64,0.416857
65,0.33759302
66,0.3083669
67,0.3022196
68,0.26506573
69,0.21084636
70,0.15991868
71,0.10765921
72,0.0582961
73,0.021233693
74,0.007938625
75,0.0050320523
76,0.0030824665
77,0.0017769893
78,0.00088586565
79,0.00085633347
80,0.0010131965
81,0.0015974994
82,0.0015820514
83,0.002599137
84,0.0016861896
85,0.0009769051
86,0.0020500815
87,0.0035669974
88,0.013786073
89,0.028966278
90,0.034724545
91,0.03339817
92,0.029822566
93,0.029155204
94,0.024147725
95,0.020855246
96,0.023626635
97,0.019656038
98,0.02100908
99,0.019072805
100,0.015019541
101,0.014876003
102,0.016511466
103,0.02497265
104,0.028512754
105,0.041065723
106,0.08997422
107,0.58450127
108,0.9001245
109,0.8067989
110,0.648839
111,0.50021267
112,0.3877701
113,0.28501025
114,0.19620731
115,0.118312456
116,0.04891385
117,0.014047708
118,0.005187905
119,0.0022150828
120,0.00076417025
121,0.00028902225
122,0.0
123,0.0
124,0.0
125,0.00019839493
126,0.00050168496
127,0.0016445977
128,0.0057955133
129,0.006077638
130,0.0065798378
131,0.0063095153
132,0.004832164
133,0.0041073775
134,0.0031164486
135,0.004726972
136,0.0038268745
137,0.0023111245
138,0.0028508212
139,0.003344891
140,0.0037547732
141,0.0076076477
142,0.009674635
143,0.0091653755
144,0.008436086
145,0.007379739
146,0.00751696
147,0.008490952
148,0.009541187
149,0.014000695
150,0.022814453
151,0.031196412
152,0.3314785
153,0.75731355
154,0.669298
155,0.563433
156,0.45434585
157,0.35225356
158,0.25886315
159,0.17825879
160,0.10480446
161,0.037566584
162,0.010818177
163,0.0050729997
164,0.0019486746
165,0.00029350093
166,0.0
167,0.0
168,0.0005529423
169,0.0009595275
170,0.0010675436
171,0.0016090258
172,0.0030172537
173,0.0048222933
174,0.0037911022
175,0.002402342
176,0.0030055162
177,0.0035234322
178,0.006954385
179,0.0082517
180,0.009427251
181,0.01045833
182,0.010350354
183,0.009664535
184,0.010938568
185,0.011741408
186,0.010437889
187,0.009976697
188,0.010494234
189,0.0120400945
190,0.013498741
191,0.012659279
192,0.0128057
193,0.015545837
194,0.017411873
195,0.021597777
196,0.039002016
197,0.2786398
198,0.44455072
199,0.39379212
200,0.33187142
201,0.28244925
202,0.22613782
203,0.16446595
204,0.107161924
205,0.05368543
206,0.012033249
207,0.002771006
208,0.00033740827
209,0.0
210,0.0
211,0.0
212,0.00036363734
213,0.0010873004
214,0.0010698467
215,0.0016943769
216,0.0029362899
217,0.003304074
218,0.004000863
219,0.005946484
220,0.008120758
221,0.010035984
222,0.0076976498
223,0.006501802
224,0.005870702
225,0.0061513796
226,0.007052099
227,0.008001255
228,0.0081576435
229,0.007743357
230,0.0068988414
231,0.0070069707
232,0.006063786
233,0.007446096
234,0.01027635
235,0.013584378
236,0.0132919485
237,0.013203936
238,0.009402262
239,0.008510652
240,0.008741649
241,0.012402862
242,0.024773272
243,0.035706237
244,0.05469017
245,0.34297082
246,0.8840104
247,0.9232585
248,0.78490853
249,0.61068726
250,0.46908197
251,0.34770167
252,0.24713567
253,0.16170855
254,0.084329255
255,0.02420964
256,0.0062131356
257,0.0012089618
258,0.0
259,0.0
260,0.0
261,0.0
262,0.0
263,0.0
264,0.0
265,9.691692e-06
266,0.0005851134
267,0.000740785
268,0.0021701846
269,0.005802825
270,0.0060358294
271,0.0047223824
272,0.002660322
273,0.0014223895
274,0.0010415147
275,0.00030007027
276,0.00033555485
277,0.00047015198
278,0.00050490967
279,0.00045762522
280,0.00045441298
281,0.00063420634
282,0.00085244176
283,0.0011380895
284,0.0010495229
285,0.0017482139
286,0.0021913492
287,0.0030259911
288,0.0036578246
289,0.0053231893
290,0.015551694
291,0.09599206
292,0.25367287
293,0.29643387
294,0.25732893
295,0.20877975
296,0.16629219
297,0.12974456
298,0.091851324
299,0.053764954
300,0.023074336
301,0.007468281
302,0.0019505073
303,0.00026939157
304,0.00036996286
305,0.00039742934
306,0.00035605283
307,0.001171237
308,0.0012711212
309,0.0005326985
310,0.0
311,0.0
312,0.0002812514
313,0.0004139102
314,0.0008696845
315,0.0011609773
316,0.0011751102
317,0.0016336471
318,0.0025513934
319,0.0034387968
320,0.0059855804
321,0.004857823
322,0.002917684
323,0.001994599
324,0.0015270597
325,0.0013772044
326,0.0013229485
327,0.0017563321
328,0.0017679058
329,0.0014350836
330,0.0010403261
331,0.00090018834
332,0.0020711133
333,0.002240352
334,0.014359933
335,0.10823687
336,0.34826386
337,0.4809882
338,0.539201
339,0.4680141
340,0.40674597
341,0.3236376
342,0.23926634
343,0.17086002
344,0.11015329
345,0.048641786
346,0.009550958
347,0.0032698836
348,0.001265469
349,0.0002691293
350,5.0951323e-05
351,0.0
352,0.0
353,0.0
354,1.8040786e-05
355,0.00047843988
356,0.0006756733
357,0.0008270136
358,0.00011021552
359,0.0003498913
360,0.00067684794
361,0.00025844283
362,0.0013105142
363,0.0015960843
364,0.0016890322
365,0.0013303147
366,0.0010804863
367,0.00073557446
368,0.0024785814
369,0.0028482135
370,0.0021532574
371,0.001844798
372,0.0015075714
373,0.0013957286
374,0.0020043827
375,0.00041322046
376,0.00081035914
377,0.066894546
378,0.23737231
379,0.32995075
380,0.3188823
381,0.25778842
382,0.21360134
383,0.17613518
384,0.13321735
385,0.08885824
386,0.044515707
387,0.016092272
388,0.0074120737
389,0.0038982406
390,0.0017456644
391,0.00054296333
392,0.0004006597
393,0.0006835634
394,0.00052148424
395,0.00018089182
396,0.00043128655
397,0.001320367
398,0.002960618
399,0.0037230412
400,0.0029040482
401,0.0017757204
402,0.0011982479
403,0.0025780688
404,0.0016191753
405,0.0005691246
406,0.00042960298
407,0.0
408,8.9031186e-05
409,0.0011054749
410,0.000817744
411,0.0008187142
412,0.001970174
413,0.0063699996
414,0.0068015223
415,0.009533906
416,0.0061026514
